CvrNumber,TabulatorNum,BatchId,RecordId,BallotType,PrecinctPortion,President of the United States,Representative in Congress,City Council Member,Mayor,Measure A — Infrastructure Bond,County Assessor,County Treasurer,District Attorney,"Superior Court Judge, Seat 3",Water District Board Member,County Executive,State Senator,Measure C — Local Road Tax,School Board Director,Measure B — Advisory Vote on Library Hours
127,1,1-1,253,J1-P1-T1,Region-1,Carolina Jefferson (1)|Carolina Jefferson (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
128,1,1-1,255,J1-P1-T1,Region-1,Carolina Jefferson (1)|Carolina Jefferson (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
129,1,1-1,257,J1-P1-T1,Region-1,Carolina Jefferson (1)|Carolina Jefferson (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
130,1,1-1,259,J1-P1-T1,Region-1,Carolina Jefferson (1)|Carolina Jefferson (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
131,1,1-1,261,J1-P1-T1,Region-1,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Chuck Edwards|Chuck Edwards,Anna Park|Carmen Lopez|Eva Patel|Anna Park|Carmen Lopez|Eva Patel,Nina Turner|Nina Turner,,,,,,,,,,,
132,1,1-1,262,J1-P1-T1,Region-1,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Chuck Edwards|Chuck Edwards,Anna Park|Carmen Lopez|Eva Patel|Anna Park|Carmen Lopez|Eva Patel,Nina Turner|Nina Turner,,,,,,,,,,,
133,1,1-1,265,J1-P1-T1,Region-1,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Chuck Edwards|Chuck Edwards,Anna Park|Carmen Lopez|Eva Patel|Anna Park|Carmen Lopez|Eva Patel,Nina Turner|Nina Turner,,,,,,,,,,,
134,1,1-1,267,J1-P1-T1,Region-1,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Chuck Edwards|Chuck Edwards,Anna Park|Carmen Lopez|Eva Patel|Anna Park|Carmen Lopez|Eva Patel,Nina Turner|Nina Turner,,,,,,,,,,,
135,1,1-1,269,J1-P1-T1,Region-1,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Chuck Edwards|Chuck Edwards,Anna Park|Carmen Lopez|Eva Patel|Anna Park|Carmen Lopez|Eva Patel,Nina Turner|Nina Turner,,,,,,,,,,,
136,1,1-1,271,J1-P1-T1,Region-1,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Chuck Edwards|Chuck Edwards,Anna Park|Carmen Lopez|Eva Patel|Anna Park|Carmen Lopez|Eva Patel,Nina Turner|Nina Turner,,,,,,,,,,,
137,1,1-1,273,J1-P1-T1,Region-1,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Alice Smith|Alice Smith,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Zohran Mamdani|Bill de Blasio|Zohran Mamdani,,,,,,,,,,,
138,1,1-1,274,J1-P1-T1,Region-1,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Alice Smith|Alice Smith,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Zohran Mamdani|Bill de Blasio|Zohran Mamdani,,,,,,,,,,,
139,1,1-1,277,J1-P1-T1,Region-1,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Alice Smith|Alice Smith,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Zohran Mamdani|Bill de Blasio|Zohran Mamdani,,,,,,,,,,,
140,1,1-1,279,J1-P1-T1,Region-1,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Alice Smith|Alice Smith,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Zohran Mamdani|Bill de Blasio|Zohran Mamdani,,,,,,,,,,,
141,1,1-1,281,J1-P1-T1,Region-1,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Alice Smith|Alice Smith,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Zohran Mamdani|Bill de Blasio|Zohran Mamdani,,,,,,,,,,,
142,1,1-1,283,J1-P1-T1,Region-1,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Alice Smith|Alice Smith,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Zohran Mamdani|Bill de Blasio|Zohran Mamdani,,,,,,,,,,,
143,1,1-1,285,J1-P1-T1,Region-1,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Bill Jones|Bill Jones,David Kim|Eva Patel|Frank Nguyen|David Kim|Eva Patel|Frank Nguyen,Eric Adams|Eric Adams,,,,,,,,,,,
144,1,1-1,286,J1-P1-T1,Region-1,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Bill Jones|Bill Jones,David Kim|Eva Patel|Frank Nguyen|David Kim|Eva Patel|Frank Nguyen,Eric Adams|Eric Adams,,,,,,,,,,,
145,1,1-1,289,J1-P1-T1,Region-1,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Bill Jones|Bill Jones,David Kim|Eva Patel|Frank Nguyen|David Kim|Eva Patel|Frank Nguyen,Eric Adams|Eric Adams,,,,,,,,,,,
146,1,1-1,291,J1-P1-T1,Region-1,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Bill Jones|Bill Jones,David Kim|Eva Patel|Frank Nguyen|David Kim|Eva Patel|Frank Nguyen,Eric Adams|Eric Adams,,,,,,,,,,,
147,1,1-1,293,J1-P1-T1,Region-1,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Bill Jones|Bill Jones,David Kim|Eva Patel|Frank Nguyen|David Kim|Eva Patel|Frank Nguyen,Eric Adams|Eric Adams,,,,,,,,,,,
148,1,1-1,295,J1-P1-T1,Region-1,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Bill Jones|Bill Jones,David Kim|Eva Patel|Frank Nguyen|David Kim|Eva Patel|Frank Nguyen,Eric Adams|Eric Adams,,,,,,,,,,,
149,1,1-1,297,J1-P1-T1,Region-1,Write-In (1)|Write-In (1),WRITE-IN|WRITE-IN,Anna Park|Brian Foster|WRITE-IN|Anna Park|Brian Foster|WRITE-IN,Eric Adams|Eric Adams,,,,,,,,,,,
150,1,1-1,299,J1-P1-T1,Region-1,Write-In (1)|Write-In (1),WRITE-IN|WRITE-IN,Anna Park|Brian Foster|WRITE-IN|Anna Park|Brian Foster|WRITE-IN,Eric Adams|Eric Adams,,,,,,,,,,,
151,1,1-1,301,J1-P1-T1,Region-1,Write-In (1)|Write-In (1),WRITE-IN|WRITE-IN,Anna Park|Brian Foster|WRITE-IN|Anna Park|Brian Foster|WRITE-IN,Eric Adams|Eric Adams,,,,,,,,,,,
152,1,1-1,303,J1-P1-T1,Region-1,Write-In (1)|Write-In (1),WRITE-IN|WRITE-IN,Anna Park|Brian Foster|WRITE-IN|Anna Park|Brian Foster|WRITE-IN,Eric Adams|Eric Adams,,,,,,,,,,,
153,1,1-1,305,J1-P1-T1,Region-1,Write-In (1)|Write-In (1),WRITE-IN|WRITE-IN,Anna Park|Brian Foster|WRITE-IN|Anna Park|Brian Foster|WRITE-IN,Eric Adams|Eric Adams,,,,,,,,,,,
154,1,1-1,307,J1-P1-T1,Region-1,Write-In (1)|Write-In (1),WRITE-IN|WRITE-IN,Anna Park|Brian Foster|WRITE-IN|Anna Park|Brian Foster|WRITE-IN,Eric Adams|Eric Adams,,,,,,,,,,,
155,1,1-1,309,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
156,1,1-1,311,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
157,1,1-1,313,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
158,1,1-1,315,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
159,1,1-1,317,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
160,1,1-1,319,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
161,1,1-1,321,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
162,1,1-1,322,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
163,1,1-1,325,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
164,1,1-1,327,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
165,1,1-1,329,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
166,1,1-1,331,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
167,1,1-1,333,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
168,1,1-1,335,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
169,1,1-1,337,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
170,1,1-1,339,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
171,1,1-1,341,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
172,1,1-1,343,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
173,1,1-1,345,J1-P1-T1,Region-1,,,,,OVERVOTE,,,,,,,,,,
174,1,1-1,347,J1-P1-T1,Region-1,,,,,OVERVOTE,,,,,,,,,,
175,1,1-1,349,J1-P1-T1,Region-1,,,,,OVERVOTE,,,,,,,,,,
176,1,1-1,351,J1-P1-T1,Region-1,,,,,OVERVOTE,,,,,,,,,,
177,1,1-1,353,J1-P1-T1,Region-1,,,,,OVERVOTE,,,,,,,,,,
178,1,1-1,355,J1-P1-T1,Region-1,,,,,OVERVOTE,,,,,,,,,,
179,1,1-1,357,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
180,1,1-1,359,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
181,1,1-1,361,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
182,1,1-1,363,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
183,1,1-1,365,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
184,1,1-1,367,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
185,1,1-1,369,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
186,1,1-1,371,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
187,1,1-1,373,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
188,1,1-1,375,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
189,1,1-1,377,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
190,1,1-1,379,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
191,1,1-1,381,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
192,1,1-1,383,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
193,1,1-1,385,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
194,1,1-1,387,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
195,1,1-1,389,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
196,1,1-1,391,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
197,1,1-1,393,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
198,1,1-1,395,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
199,1,1-1,397,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
200,1,1-1,399,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
201,1,1-1,401,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
202,1,1-1,403,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
203,1,1-1,405,J1-P1-T1,Region-1,,,,,Yes|Yes,Linda Park|Linda Park,Sarah Hoffman|Sarah Hoffman,Rachel Kim|Rachel Kim,Yes|Yes,Chen Wei|Barbara Scott|Ahmed Hassan|Chen Wei|Barbara Scott|Ahmed Hassan,,,,,
204,1,1-1,407,J1-P1-T1,Region-1,,,,,Yes|Yes,Linda Park|Linda Park,Sarah Hoffman|Sarah Hoffman,Rachel Kim|Rachel Kim,Yes|Yes,Chen Wei|Barbara Scott|Ahmed Hassan|Chen Wei|Barbara Scott|Ahmed Hassan,,,,,
205,1,1-1,409,J1-P1-T1,Region-1,,,,,Yes|Yes,Linda Park|Linda Park,Sarah Hoffman|Sarah Hoffman,Rachel Kim|Rachel Kim,Yes|Yes,Chen Wei|Barbara Scott|Ahmed Hassan|Chen Wei|Barbara Scott|Ahmed Hassan,,,,,
206,1,1-1,411,J1-P1-T1,Region-1,,,,,Yes|Yes,Linda Park|Linda Park,Sarah Hoffman|Sarah Hoffman,Rachel Kim|Rachel Kim,Yes|Yes,Chen Wei|Barbara Scott|Ahmed Hassan|Chen Wei|Barbara Scott|Ahmed Hassan,,,,,
207,1,1-1,413,J1-P1-T1,Region-1,,,,,Yes|Yes,Linda Park|Linda Park,Sarah Hoffman|Sarah Hoffman,Rachel Kim|Rachel Kim,Yes|Yes,Chen Wei|Barbara Scott|Ahmed Hassan|Chen Wei|Barbara Scott|Ahmed Hassan,,,,,
208,1,1-1,415,J1-P1-T1,Region-1,,,,,Yes|Yes,Linda Park|Linda Park,Sarah Hoffman|Sarah Hoffman,Rachel Kim|Rachel Kim,Yes|Yes,Chen Wei|Barbara Scott|Ahmed Hassan|Chen Wei|Barbara Scott|Ahmed Hassan,,,,,
209,1,1-1,417,J1-P1-T1,Region-1,,,,,No|No,,,,,,,,,,
210,1,1-1,419,J1-P1-T1,Region-1,,,,,No|No,,,,,,,,,,
211,1,1-1,421,J1-P1-T1,Region-1,,,,,No|No,,,,,,,,,,
212,1,1-1,423,J1-P1-T1,Region-1,,,,,No|No,,,,,,,,,,
213,1,1-1,425,J1-P1-T1,Region-1,,,,,No|No,,,,,,,,,,
214,1,1-1,427,J1-P1-T1,Region-1,,,,,No|No,,,,,,,,,,
215,1,1-1,429,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
216,1,1-1,431,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
217,1,1-1,433,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
218,1,1-1,435,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
219,1,1-1,437,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
220,1,1-1,439,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
221,1,1-1,441,J1-P2-T1,Region-1,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3),Dorothy Johnson|Dorothy Johnson,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
222,1,1-1,443,J1-P2-T1,Region-1,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3),Dorothy Johnson|Dorothy Johnson,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
223,1,1-1,445,J1-P2-T1,Region-1,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3),Dorothy Johnson|Dorothy Johnson,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
224,1,1-1,447,J1-P2-T1,Region-1,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3),Dorothy Johnson|Dorothy Johnson,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
225,1,1-1,449,J1-P2-T1,Region-1,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3),Dorothy Johnson|Dorothy Johnson,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
226,1,1-1,451,J1-P2-T1,Region-1,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3),Dorothy Johnson|Dorothy Johnson,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
227,1,1-1,453,J1-P2-T1,Region-1,,,,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
228,1,1-1,454,J1-P2-T1,Region-1,,,,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
229,1,1-1,457,J1-P2-T1,Region-1,,,,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
230,1,1-1,459,J1-P2-T1,Region-1,,,,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
231,1,1-1,461,J1-P2-T1,Region-1,,,,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
232,1,1-1,463,J1-P2-T1,Region-1,,,,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
233,1,1-1,465,J1-P2-T1,Region-1,,,,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
234,1,1-1,466,J1-P2-T1,Region-1,,,,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
235,1,1-1,469,J1-P2-T1,Region-1,,,,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
236,1,1-1,471,J1-P2-T1,Region-1,,,,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
237,1,1-1,473,J1-P2-T1,Region-1,,,,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
238,1,1-1,475,J1-P2-T1,Region-1,,,,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
239,1,1-1,477,J1-P2-T1,Region-1,OVERVOTE,OVERVOTE,OVERVOTE,Bill de Blasio|Eric Adams|Bill de Blasio|Eric Adams,,,,,,,,,,,
240,1,1-1,478,J1-P2-T1,Region-1,OVERVOTE,OVERVOTE,OVERVOTE,Bill de Blasio|Eric Adams|Bill de Blasio|Eric Adams,,,,,,,,,,,
241,1,1-1,481,J1-P2-T1,Region-1,OVERVOTE,OVERVOTE,OVERVOTE,Bill de Blasio|Eric Adams|Bill de Blasio|Eric Adams,,,,,,,,,,,
242,1,1-1,483,J1-P2-T1,Region-1,OVERVOTE,OVERVOTE,OVERVOTE,Bill de Blasio|Eric Adams|Bill de Blasio|Eric Adams,,,,,,,,,,,
243,1,1-1,485,J1-P2-T1,Region-1,OVERVOTE,OVERVOTE,OVERVOTE,Bill de Blasio|Eric Adams|Bill de Blasio|Eric Adams,,,,,,,,,,,
244,1,1-1,487,J1-P2-T1,Region-1,OVERVOTE,OVERVOTE,OVERVOTE,Bill de Blasio|Eric Adams|Bill de Blasio|Eric Adams,,,,,,,,,,,
245,1,1-1,489,J1-P2-T1,Region-1,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
246,1,1-1,490,J1-P2-T1,Region-1,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
247,1,1-1,493,J1-P2-T1,Region-1,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
248,1,1-1,495,J1-P2-T1,Region-1,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
249,1,1-1,497,J1-P2-T1,Region-1,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
250,1,1-1,499,J1-P2-T1,Region-1,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
251,1,1-1,501,J1-P2-T1,Region-1,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
252,1,1-1,503,J1-P2-T1,Region-1,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
253,1,1-1,505,J1-P2-T1,Region-1,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
254,1,1-1,507,J1-P2-T1,Region-1,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
255,1,1-1,509,J1-P2-T1,Region-1,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
256,1,1-1,511,J1-P2-T1,Region-1,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
257,1,1-1,513,J1-P2-T1,Region-1,Carolina Jefferson (1)|Carolina Jefferson (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
258,1,1-1,515,J1-P2-T1,Region-1,Carolina Jefferson (1)|Carolina Jefferson (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
259,1,1-1,517,J1-P2-T1,Region-1,Carolina Jefferson (1)|Carolina Jefferson (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
260,1,1-1,519,J1-P2-T1,Region-1,Carolina Jefferson (1)|Carolina Jefferson (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
